# wavelength_nm   slope_a   correlation_r
    599.0000  +6.09817753e-01  +9.19855148e-01
    601.0000  +7.05294283e-01  +9.56818069e-01
    603.0000  +6.31285696e-01  +9.31622665e-01
    605.0000  +5.28258613e-01  +8.76884529e-01
    607.0000  +5.75842745e-01  +9.07666633e-01
    609.0000  +6.89809633e-01  +9.52942522e-01
    611.0000  +7.04268072e-01  +9.58436230e-01
    613.0000  +9.18322544e-01  +9.92148250e-01
    615.0000  +7.46880016e-01  +9.68715755e-01
    617.0000  +9.70535688e-01  +9.95993909e-01
    619.0000  +6.86600131e-01  +9.56267898e-01
    621.0000  +6.65073685e-01  +9.51450097e-01
    623.0000  +8.16543596e-01  +9.83249594e-01
    625.0000  +9.02747643e-01  +9.91202661e-01
    627.0000  +7.09635103e-01  +9.64051546e-01
    629.0000  +6.78677287e-01  +9.58107371e-01
    631.0000  +8.04687883e-01  +9.83160707e-01
    633.0000  +7.61087088e-01  +9.76084674e-01
    635.0000  +7.13982154e-01  +9.66146154e-01
    637.0000  +7.25506104e-01  +9.70266158e-01
    639.0000  +6.96393818e-01  +9.64266554e-01
    641.0000  +8.08074843e-01  +9.84821941e-01
    643.0000  +7.33175885e-01  +9.72434581e-01
    645.0000  +7.67411149e-01  +9.81363878e-01
    647.0000  +8.04559572e-01  +9.86405957e-01
    649.0000  +8.70018664e-01  +9.92674302e-01
    651.0000  +7.32085656e-01  +9.77962597e-01
    653.0000  +7.18821381e-01  +9.78209103e-01
    655.0000  +8.44936189e-01  +9.97251432e-01
    657.0000  +9.65567145e-01  +9.98561121e-01
    659.0000  +8.24576194e-01  +9.93854749e-01
    661.0000  +7.08100127e-01  +9.75908255e-01
    663.0000  +7.24819058e-01  +9.77028364e-01
    665.0000  +7.17731727e-01  +9.75598388e-01
    667.0000  +7.74079947e-01  +9.84448018e-01
    669.0000  +6.56616155e-01  +9.63040254e-01
    671.0000  +7.86641972e-01  +9.86175835e-01
    673.0000  +6.79813198e-01  +9.68864971e-01
    675.0000  +7.32481045e-01  +9.79685136e-01
    677.0000  +7.04407772e-01  +9.74578038e-01
