# wavelength_nm   slope_a   correlation_r
    727.0000  +1.09213304e+00  +9.95433372e-01
    729.0000  +1.01798432e+00  +9.97658662e-01
    731.0000  +1.06643697e+00  +9.96214048e-01
    733.0000  +1.06596596e+00  +9.95893903e-01
    735.0000  +1.08345693e+00  +9.95528214e-01
    737.0000  +1.08431485e+00  +9.95166155e-01
    739.0000  +1.01301854e+00  +9.97164095e-01
    741.0000  +9.39478085e-01  +9.98624869e-01
    743.0000  +1.02380571e+00  +9.96360367e-01
    745.0000  +1.03744098e+00  +9.96039446e-01
    747.0000  +1.05831740e+00  +9.95173551e-01
    749.0000  +1.03700512e+00  +9.95509682e-01
    751.0000  +1.03363186e+00  +9.95698690e-01
    753.0000  +1.04238921e+00  +9.95009279e-01
    755.0000  +1.05540461e+00  +9.94500844e-01
    757.0000  +1.03349980e+00  +9.95324354e-01
    759.0000  +1.02655983e+00  +9.95467583e-01
    761.0000  +1.02548891e+00  +9.95333091e-01
    763.0000  +1.03059060e+00  +9.95099376e-01
    765.0000  +1.03966263e+00  +9.94111388e-01
    767.0000  +9.54254554e-01  +9.96986975e-01
    769.0000  +1.03447869e+00  +9.94396417e-01
    771.0000  +9.96479475e-01  +9.95839481e-01
    773.0000  +1.00646069e+00  +9.94881973e-01
    775.0000  +9.73024607e-01  +9.96240941e-01
    777.0000  +1.03599340e+00  +9.92720082e-01
    779.0000  +1.01692895e+00  +9.94081591e-01
    781.0000  +1.01928922e+00  +9.93924212e-01
    783.0000  +9.87657950e-01  +9.94881769e-01
    785.0000  +9.89181034e-01  +9.94581684e-01
    787.0000  +1.02162962e+00  +9.93684483e-01
    789.0000  +1.01821747e+00  +9.94117629e-01
    791.0000  +9.85898982e-01  +9.95540768e-01
    793.0000  +9.41663011e-01  +9.96586806e-01
    795.0000  +9.42199877e-01  +9.96798612e-01
    797.0000  +9.98587208e-01  +9.94679086e-01
    799.0000  +1.00521818e+00  +9.94011538e-01
    801.0000  +9.64130462e-01  +9.95326302e-01
    803.0000  +9.74905528e-01  +9.94731732e-01
    805.0000  +9.58277742e-01  +9.95158892e-01
    807.0000  +9.88475769e-01  +9.94527765e-01
    809.0000  +9.36383417e-01  +9.96399972e-01
    811.0000  +9.76708436e-01  +9.94975503e-01
    813.0000  +9.84311473e-01  +9.94201684e-01
    815.0000  +9.75479908e-01  +9.94506307e-01
    817.0000  +9.75389559e-01  +9.94464098e-01
    819.0000  +8.89536065e-01  +9.96955974e-01
    821.0000  +9.09082203e-01  +9.96557135e-01
    823.0000  +9.01681111e-01  +9.96475937e-01
    825.0000  +9.41186401e-01  +9.94872737e-01
    827.0000  +9.68655543e-01  +9.94079673e-01
    829.0000  +9.59660842e-01  +9.94347392e-01
    831.0000  +9.26534989e-01  +9.95776411e-01
    833.0000  +9.05066874e-01  +9.96267212e-01
    835.0000  +9.30973753e-01  +9.95437732e-01
    837.0000  +9.43914820e-01  +9.94840994e-01
    839.0000  +8.90936149e-01  +9.97090587e-01
    841.0000  +9.41842284e-01  +9.94639827e-01
    843.0000  +8.93959497e-01  +9.96184195e-01
    845.0000  +9.28965563e-01  +9.93856420e-01
    847.0000  +8.95786216e-01  +9.95430496e-01
    849.0000  +9.19112707e-01  +9.93819282e-01
    851.0000  +7.78672755e-01  +9.98059978e-01
