# wavelength_nm   slope_a   correlation_r
    695.0000  +9.60799643e-01  +9.98847158e-01
    697.0000  +9.54881102e-01  +9.98841438e-01
    699.0000  +9.54451777e-01  +9.98778462e-01
    701.0000  +9.68255938e-01  +9.98918165e-01
    703.0000  +9.53585813e-01  +9.98803504e-01
    705.0000  +9.45643151e-01  +9.98789391e-01
    707.0000  +9.52400998e-01  +9.98801651e-01
    709.0000  +9.49150328e-01  +9.98780181e-01
    711.0000  +9.39484270e-01  +9.98562105e-01
    713.0000  +9.51159491e-01  +9.98628927e-01
    715.0000  +9.47682323e-01  +9.98676949e-01
    717.0000  +9.38638608e-01  +9.98624938e-01
    719.0000  +9.60284559e-01  +9.98877186e-01
    721.0000  +9.36531782e-01  +9.98719042e-01
    723.0000  +9.30396592e-01  +9.98711040e-01
    725.0000  +9.27298106e-01  +9.98552581e-01
    727.0000  +9.27583291e-01  +9.98567360e-01
    729.0000  +9.39396292e-01  +9.98726279e-01
    731.0000  +9.27633317e-01  +9.98591034e-01
    733.0000  +9.22254709e-01  +9.98490499e-01
    735.0000  +9.24770124e-01  +9.98542257e-01
    737.0000  +9.13809688e-01  +9.98511904e-01
    739.0000  +9.23342805e-01  +9.98564613e-01
    741.0000  +9.13842308e-01  +9.98530936e-01
    743.0000  +9.12506207e-01  +9.98434492e-01
    745.0000  +9.07518984e-01  +9.98462222e-01
    747.0000  +9.05091302e-01  +9.98395901e-01
    749.0000  +9.01750381e-01  +9.98281826e-01
    751.0000  +8.95312250e-01  +9.98354283e-01
    753.0000  +8.90982026e-01  +9.98258343e-01
    755.0000  +8.87574882e-01  +9.98322146e-01
    757.0000  +8.88171797e-01  +9.98341651e-01
    759.0000  +8.87704430e-01  +9.98268357e-01
    761.0000  +8.85206603e-01  +9.98295139e-01
    763.0000  +8.79861394e-01  +9.98249983e-01
    765.0000  +8.72713690e-01  +9.98233534e-01
    767.0000  +8.82804837e-01  +9.98231000e-01
    769.0000  +8.67632375e-01  +9.98211365e-01
    771.0000  +8.74919945e-01  +9.98227276e-01
    773.0000  +8.75419877e-01  +9.98220738e-01
    775.0000  +8.73508358e-01  +9.98235298e-01
    777.0000  +8.50169228e-01  +9.97822137e-01
    779.0000  +8.59312494e-01  +9.98065713e-01
    781.0000  +8.58153949e-01  +9.98126794e-01
    783.0000  +8.57158969e-01  +9.98010591e-01
    785.0000  +8.56671578e-01  +9.97973338e-01
    787.0000  +8.53896056e-01  +9.98020089e-01
    789.0000  +8.62970468e-01  +9.97913464e-01
    791.0000  +8.77470755e-01  +9.98032607e-01
    793.0000  +8.70903695e-01  +9.97887692e-01
    795.0000  +8.78618843e-01  +9.97926569e-01
    797.0000  +8.60653906e-01  +9.97922738e-01
    799.0000  +8.56551275e-01  +9.97882882e-01
    801.0000  +8.55947688e-01  +9.97823630e-01
    803.0000  +8.53978766e-01  +9.97896600e-01
    805.0000  +8.56032767e-01  +9.97757314e-01
    807.0000  +8.57889937e-01  +9.97861705e-01
    809.0000  +8.67991878e-01  +9.97810223e-01
    811.0000  +8.64065139e-01  +9.97657440e-01
    813.0000  +8.54997850e-01  +9.97597885e-01
    815.0000  +8.55059369e-01  +9.97686931e-01
    817.0000  +8.49573608e-01  +9.97693420e-01
    819.0000  +8.48567611e-01  +9.97694586e-01
    821.0000  +8.54721880e-01  +9.97830631e-01
    823.0000  +8.41649992e-01  +9.97614075e-01
    825.0000  +8.37246002e-01  +9.97639987e-01
    827.0000  +8.33883186e-01  +9.97624308e-01
    829.0000  +8.35131288e-01  +9.97658339e-01
    831.0000  +8.49961192e-01  +9.97606693e-01
    833.0000  +8.34966353e-01  +9.97513549e-01
    835.0000  +8.43058221e-01  +9.97662730e-01
    837.0000  +8.36322956e-01  +9.97689724e-01
    839.0000  +8.51441702e-01  +9.97774211e-01
    841.0000  +8.29496925e-01  +9.97759075e-01
    843.0000  +8.38068541e-01  +9.97774325e-01
    845.0000  +8.15659751e-01  +9.97314408e-01
    847.0000  +8.20242511e-01  +9.97557030e-01
    849.0000  +8.03587595e-01  +9.97079401e-01
