# wavelength_nm   slope_a   correlation_r
    305.0000  +2.57097366e-01  +2.11204016e-01
    307.0000  +8.43223109e-01  +6.95076905e-01
    309.0000  +1.42011564e-01  +1.22701485e-01
    311.0000  +1.11875774e+00  +8.54854736e-01
    313.0000  +7.30906477e-01  +6.21206300e-01
    315.0000  +2.62526085e-01  +2.44940056e-01
    317.0000  +7.62490283e-01  +6.85688818e-01
    319.0000  +4.20532373e-02  +3.56423527e-02
    321.0000  +3.98909848e-01  +3.64809145e-01
    323.0000  -7.10569962e-01  -4.19869489e-01
    325.0000  +1.10179605e+00  +8.68647844e-01
    327.0000  +1.77397871e+00  +9.85404795e-01
    329.0000  +1.54562262e+00  +9.69919720e-01
    331.0000  +1.05181840e+00  +8.61128061e-01
    333.0000  +1.13420479e+00  +8.96075681e-01
    335.0000  +9.64391785e-01  +8.23512171e-01
    337.0000  -9.91528778e-01  -5.37114268e-01
    339.0000  -1.21420481e-01  -1.01702045e-01
    341.0000  -1.77291115e-01  -1.45466617e-01
    343.0000  +1.21383010e-01  +1.14910220e-01
    345.0000  +1.95053069e-01  +1.94800628e-01
    347.0000  +4.85410700e-01  +4.90183252e-01
    349.0000  +9.71947943e-01  +8.54238490e-01
    351.0000  +1.06736636e+00  +8.97947859e-01
    353.0000  +3.89774518e-01  +4.16904959e-01
    355.0000  +1.06617310e+00  +8.92467791e-01
    357.0000  -1.11826832e+00  -5.65979040e-01
    359.0000  -1.38187782e+00  -6.42437818e-01
    361.0000  +1.60813645e-01  +1.77835559e-01
    363.0000  +1.17832638e-01  +1.31765557e-01
    364.0000  +3.54201725e-01  +4.13399285e-01
    365.0000  +8.73384199e-01  +8.64939551e-01
    367.0000  +1.12265924e+00  +9.46654373e-01
    369.0000  +6.58288250e-01  +7.28982169e-01
    371.0000  +7.52556239e-01  +8.28702722e-01
    373.0000  -1.67279375e+00  -7.00017907e-01
    375.0000  -7.30226282e-01  -4.85233466e-01
    377.0000  +5.73129146e-01  +6.33193041e-01
    379.0000  +7.08951289e-01  +6.98093527e-01
    381.0000  +1.11559549e-01  +1.05816078e-01
    383.0000  -4.52782895e+00  -8.29995102e-01
    385.0000  -1.95061497e+00  -6.92094170e-01
    387.0000  -2.67103312e+00  -7.66325655e-01
    389.0000  -4.55013400e-01  -3.68390256e-01
    391.0000  +9.73153606e-01  +8.50626548e-01
    393.0000  -3.12686599e+00  -7.77392619e-01
